skill_id	skill_level	spelleffect_sound_1	spelleffect_sound_2	spelleffect_sound_3	spelleffect_sound_vol_1	spelleffect_sound_rad_1	spelleffect_sound_vol_2	spelleffect_sound_rad_2	spelleffect_sound_vol_3	spelleffect_sound_rad_3	shoteffect_sound_1	shoteffect_sound_2	shoteffect_sound_3	shoteffect_sound_vol_1	shoteffect_sound_rad_1	shoteffect_sound_vol_2	shoteffect_sound_rad_2	shoteffect_sound_vol_3	shoteffect_sound_rad_3	expeffect_sound_1	expeffect_sound_2	expeffect_sound_3	expeffect_sound_vol_1	expeffect_sound_rad_1	expeffect_sound_vol_2	expeffect_sound_rad_2	expeffect_sound_vol_3	expeffect_sound_rad_3	mfighter_sub	ffighter_sub	mdarkelf_sub	fdarkelf_sub	mdwarf_sub	fdwarf_sub	melf_sub	felf_sub	mmagic_sub	fmagic_sub	morc_sub	forc_sub	mshaman_sub	fshaman_sub	mkamael_sub	fkamael_sub	mfighter_throw	ffighter_throw	mdarkelf_throw	fdarkelf_throw	mdwarf_throw	fdwarf_throw	melf_throw	felf_throw	mmagic_throw	fmagic_throw	morc_throw	forc_throw	mshaman_throw	fshaman_throw	mkamael_throw	fkamael_throw	mextra_throw	fextra_throw	sound_vol	sound_rad
461	1	SkillSound3.battle_roar_cast	SkillSound4.dash_shot		250.00000000	80.00000000	250.00000000	80.00000000	0.00000000	0.00000000				0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000				0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000																																			250.00000000	50.00000000
1002	1	SkillSound4.mass_frenzy_cast	SkillSound4.mass_frenzy_shot		250.00000000	80.00000000	250.00000000	80.00000000	0.00000000	0.00000000		SkillSound5.sealofmirage_shot2		0.00000000	0.00000000	250.00000000	80.00000000	0.00000000	0.00000000				0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	chrsound.m_hfighter_element	chrsound.f_hfighter_element	chrsound.m_darkelf_element	chrsound.f_darkelf_element	chrsound.m_dwarf_type_b	chrsound.f_dwarf_type_b	chrsound.m_elf_element	chrsound.f_elf_element	chrsound.m_hmagician_element	chrsound.f_hmagician_element	chrsound.m_orc_fighter_type_b	chrsound.f_orc_fighter_type_b	chrsound.m_orc_magician_type_b	chrsound.f_orc_magician_type_b	chrsound.MKamael_TypeB_S	chrsound.FKamael_TypeB_S		chrsound.m_hfighter_notarget	chrsound.f_hfighter_notarget	chrsound.m_darkelf_notarget	chrsound.f_darkelf_notarget	chrsound.m_dwarf_notarget	chrsound.f_dwarf_notarget	chrsound.m_elf_notarget	chrsound.f_elf_notarget	chrsound.m_hmagician_notarget	chrsound.f_hmagician_notarget	chrsound.m_orc_fighter_notarget	chrsound.f_orc_fighter_notarget	chrsound.m_orc_magician_notarget	chrsound.f_orc_magician_notarget	chrsound.MKamael_notarget	chrsound.FKamael_notarget		250.00000000	50.00000000
1003	1	SkillSound4.mass_frenzy_cast	SkillSound4.mass_frenzy_shot		250.00000000	80.00000000	250.00000000	80.00000000	0.00000000	0.00000000		SkillSound5.sealofmirage_shot2		0.00000000	0.00000000	250.00000000	80.00000000	0.00000000	0.00000000				0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	chrsound.m_hfighter_element	chrsound.f_hfighter_element	chrsound.m_darkelf_element	chrsound.f_darkelf_element	chrsound.m_dwarf_type_b	chrsound.f_dwarf_type_b	chrsound.m_elf_element	chrsound.f_elf_element	chrsound.m_hmagician_element	chrsound.f_hmagician_element	chrsound.m_orc_fighter_type_b	chrsound.f_orc_fighter_type_b	chrsound.m_orc_magician_type_b	chrsound.f_orc_magician_type_b	chrsound.MKamael_TypeB_S	chrsound.FKamael_TypeB_S		chrsound.m_hfighter_notarget	chrsound.f_hfighter_notarget	chrsound.m_darkelf_notarget	chrsound.f_darkelf_notarget	chrsound.m_dwarf_notarget	chrsound.f_dwarf_notarget	chrsound.m_elf_notarget	chrsound.f_elf_notarget	chrsound.m_hmagician_notarget	chrsound.f_hmagician_notarget	chrsound.m_orc_fighter_notarget	chrsound.f_orc_fighter_notarget	chrsound.m_orc_magician_notarget	chrsound.f_orc_magician_notarget	chrsound.MKamael_notarget	chrsound.FKamael_notarget		250.00000000	50.00000000
1004	1	SkillSound4.mass_frenzy_cast	SkillSound4.mass_frenzy_shot		250.00000000	80.00000000	250.00000000	80.00000000	0.00000000	0.00000000		SkillSound5.sealofmirage_shot2		0.00000000	0.00000000	250.00000000	80.00000000	0.00000000	0.00000000				0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	chrsound.m_hfighter_element	chrsound.f_hfighter_element	chrsound.m_darkelf_element	chrsound.f_darkelf_element	chrsound.m_dwarf_type_b	chrsound.f_dwarf_type_b	chrsound.m_elf_element	chrsound.f_elf_element	chrsound.m_hmagician_element	chrsound.f_hmagician_element	chrsound.m_orc_fighter_type_b	chrsound.f_orc_fighter_type_b	chrsound.m_orc_magician_type_b	chrsound.f_orc_magician_type_b	chrsound.MKamael_TypeB_S	chrsound.FKamael_TypeB_S		chrsound.m_hfighter_notarget	chrsound.f_hfighter_notarget	chrsound.m_darkelf_notarget	chrsound.f_darkelf_notarget	chrsound.m_dwarf_notarget	chrsound.f_dwarf_notarget	chrsound.m_elf_notarget	chrsound.f_elf_notarget	chrsound.m_hmagician_notarget	chrsound.f_hmagician_notarget	chrsound.m_orc_fighter_notarget	chrsound.f_orc_fighter_notarget	chrsound.m_orc_magician_notarget	chrsound.f_orc_magician_notarget	chrsound.MKamael_notarget	chrsound.FKamael_notarget		250.00000000	50.00000000
1005	1	SkillSound.mass_frenzy_cast	SkillSound5.soul_shield_shot		250.00000000	80.00000000	250.00000000	80.00000000	0.00000000	0.00000000		SkillSound5.sealofmirage_shot2		0.00000000	0.00000000	250.00000000	80.00000000	0.00000000	0.00000000				0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	chrsound.m_hfighter_element	chrsound.f_hfighter_element	chrsound.m_darkelf_element	chrsound.f_darkelf_element	chrsound.m_dwarf_type_b	chrsound.f_dwarf_type_b	chrsound.m_elf_element	chrsound.f_elf_element	chrsound.m_hmagician_element	chrsound.f_hmagician_element	chrsound.m_orc_fighter_type_b	chrsound.f_orc_fighter_type_b	chrsound.m_orc_magician_type_b	chrsound.f_orc_magician_type_b	chrsound.MKamael_TypeB_S	chrsound.FKamael_TypeB_S		chrsound.m_hfighter_notarget	chrsound.f_hfighter_notarget	chrsound.m_darkelf_notarget	chrsound.f_darkelf_notarget	chrsound.m_dwarf_notarget	chrsound.f_dwarf_notarget	chrsound.m_elf_notarget	chrsound.f_elf_notarget	chrsound.m_hmagician_notarget	chrsound.f_hmagician_notarget	chrsound.m_orc_fighter_notarget	chrsound.f_orc_fighter_notarget	chrsound.m_orc_magician_notarget	chrsound.f_orc_magician_notarget	chrsound.MKamael_notarget	chrsound.FKamael_notarget		250.00000000	50.00000000
1006	1	SkillSound.mass_frenzy_cast	SkillSound5.soul_shield_shot		250.00000000	80.00000000	250.00000000	80.00000000	0.00000000	0.00000000		SkillSound5.sealofmirage_shot2		0.00000000	0.00000000	250.00000000	80.00000000	0.00000000	0.00000000				0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	chrsound.m_hfighter_element	chrsound.f_hfighter_element	chrsound.m_darkelf_element	chrsound.f_darkelf_element	chrsound.m_dwarf_type_b	chrsound.f_dwarf_type_b	chrsound.m_elf_element	chrsound.f_elf_element	chrsound.m_hmagician_element	chrsound.f_hmagician_element	chrsound.m_orc_fighter_type_b	chrsound.f_orc_fighter_type_b	chrsound.m_orc_magician_type_b	chrsound.f_orc_magician_type_b	chrsound.MKamael_TypeB_S	chrsound.FKamael_TypeB_S		chrsound.m_hfighter_notarget	chrsound.f_hfighter_notarget	chrsound.m_darkelf_notarget	chrsound.f_darkelf_notarget	chrsound.m_dwarf_notarget	chrsound.f_dwarf_notarget	chrsound.m_elf_notarget	chrsound.f_elf_notarget	chrsound.m_hmagician_notarget	chrsound.f_hmagician_notarget	chrsound.m_orc_fighter_notarget	chrsound.f_orc_fighter_notarget	chrsound.m_orc_magician_notarget	chrsound.f_orc_magician_notarget	chrsound.MKamael_notarget	chrsound.FKamael_notarget		250.00000000	50.00000000
1007	1	SkillSound.mass_frenzy_cast	SkillSound.mass_frenzy_shot		250.00000000	80.00000000	250.00000000	80.00000000	0.00000000	0.00000000		SkillSound5.sealofmirage_shot2		0.00000000	0.00000000	250.00000000	80.00000000	0.00000000	0.00000000				0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	chrsound.m_hfighter_element	chrsound.f_hfighter_element	chrsound.m_darkelf_element	chrsound.f_darkelf_element	chrsound.m_dwarf_type_b	chrsound.f_dwarf_type_b	chrsound.m_elf_element	chrsound.f_elf_element	chrsound.m_hmagician_element	chrsound.f_hmagician_element	chrsound.m_orc_fighter_type_b	chrsound.f_orc_fighter_type_b	chrsound.m_orc_magician_type_b	chrsound.f_orc_magician_type_b	chrsound.MKamael_TypeB_S	chrsound.FKamael_TypeB_S		chrsound.m_hfighter_notarget	chrsound.f_hfighter_notarget	chrsound.m_darkelf_notarget	chrsound.f_darkelf_notarget	chrsound.m_dwarf_notarget	chrsound.f_dwarf_notarget	chrsound.m_elf_notarget	chrsound.f_elf_notarget	chrsound.m_hmagician_notarget	chrsound.f_hmagician_notarget	chrsound.m_orc_fighter_notarget	chrsound.f_orc_fighter_notarget	chrsound.m_orc_magician_notarget	chrsound.f_orc_magician_notarget	chrsound.MKamael_notarget	chrsound.FKamael_notarget		250.00000000	50.00000000
1008	1	SkillSound.mass_frenzy_cast	SkillSound5.soul_shield_shot		250.00000000	80.00000000	250.00000000	80.00000000	0.00000000	0.00000000		SkillSound5.sealofmirage_shot2		0.00000000	0.00000000	250.00000000	80.00000000	0.00000000	0.00000000				0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	chrsound.m_hfighter_element	chrsound.f_hfighter_element	chrsound.m_darkelf_element	chrsound.f_darkelf_element	chrsound.m_dwarf_type_b	chrsound.f_dwarf_type_b	chrsound.m_elf_element	chrsound.f_elf_element	chrsound.m_hmagician_element	chrsound.f_hmagician_element	chrsound.m_orc_fighter_type_b	chrsound.f_orc_fighter_type_b	chrsound.m_orc_magician_type_b	chrsound.f_orc_magician_type_b	chrsound.MKamael_TypeB_S	chrsound.FKamael_TypeB_S		chrsound.m_hfighter_notarget	chrsound.f_hfighter_notarget	chrsound.m_darkelf_notarget	chrsound.f_darkelf_notarget	chrsound.m_dwarf_notarget	chrsound.f_dwarf_notarget	chrsound.m_elf_notarget	chrsound.f_elf_notarget	chrsound.m_hmagician_notarget	chrsound.f_hmagician_notarget	chrsound.m_orc_fighter_notarget	chrsound.f_orc_fighter_notarget	chrsound.m_orc_magician_notarget	chrsound.f_orc_magician_notarget	chrsound.MKamael_notarget	chrsound.FKamael_notarget		250.00000000	50.00000000
1009	1	SkillSound.mass_frenzy_cast	SkillSound5.soul_shield_shot		250.00000000	80.00000000	250.00000000	80.00000000	0.00000000	0.00000000		SkillSound5.sealofmirage_shot2		0.00000000	0.00000000	250.00000000	80.00000000	0.00000000	0.00000000				0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	chrsound.m_hfighter_element	chrsound.f_hfighter_element	chrsound.m_darkelf_element	chrsound.f_darkelf_element	chrsound.m_dwarf_type_b	chrsound.f_dwarf_type_b	chrsound.m_elf_element	chrsound.f_elf_element	chrsound.m_hmagician_element	chrsound.f_hmagician_element	chrsound.m_orc_fighter_type_b	chrsound.f_orc_fighter_type_b	chrsound.m_orc_magician_type_b	chrsound.f_orc_magician_type_b	chrsound.MKamael_TypeB_S	chrsound.FKamael_TypeB_S		chrsound.m_hfighter_notarget	chrsound.f_hfighter_notarget	chrsound.m_darkelf_notarget	chrsound.f_darkelf_notarget	chrsound.m_dwarf_notarget	chrsound.f_dwarf_notarget	chrsound.m_elf_notarget	chrsound.f_elf_notarget	chrsound.m_hmagician_notarget	chrsound.f_hmagician_notarget	chrsound.m_orc_fighter_notarget	chrsound.f_orc_fighter_notarget	chrsound.m_orc_magician_notarget	chrsound.f_orc_magician_notarget	chrsound.MKamael_notarget	chrsound.FKamael_notarget		250.00000000	50.00000000
1010	1	SkillSound.mass_frenzy_cast	SkillSound5.soul_shield_shot		250.00000000	80.00000000	250.00000000	80.00000000	0.00000000	0.00000000				0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000				0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	chrsound.m_hfighter_element	chrsound.f_hfighter_element	chrsound.m_darkelf_element	chrsound.f_darkelf_element	chrsound.m_dwarf_type_b	chrsound.f_dwarf_type_b	chrsound.m_elf_element	chrsound.f_elf_element	chrsound.m_hmagician_element	chrsound.f_hmagician_element	chrsound.m_orc_fighter_type_b	chrsound.f_orc_fighter_type_b	chrsound.m_orc_magician_type_b	chrsound.f_orc_magician_type_b	chrsound.MKamael_TypeB_S	chrsound.FKamael_TypeB_S		chrsound.m_hfighter_notarget	chrsound.f_hfighter_notarget	chrsound.m_darkelf_notarget	chrsound.f_darkelf_notarget	chrsound.m_dwarf_notarget	chrsound.f_dwarf_notarget	chrsound.m_elf_notarget	chrsound.f_elf_notarget	chrsound.m_hmagician_notarget	chrsound.f_hmagician_notarget	chrsound.m_orc_fighter_notarget	chrsound.f_orc_fighter_notarget	chrsound.m_orc_magician_notarget	chrsound.f_orc_magician_notarget	chrsound.MKamael_notarget	chrsound.FKamael_notarget		250.00000000	50.00000000
1011	1	SkillSound.heal_cast	SkillSound.heal_shot		250.00000000	80.00000000	250.00000000	80.00000000	0.00000000	0.00000000				0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000				0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	chrsound.m_hfighter_white	chrsound.f_hfighter_white	chrsound.m_darkelf_white	chrsound.f_darkelf_white	chrsound.m_dwarf_type_a	chrsound.f_dwarf_type_a	chrsound.m_elf_white	chrsound.f_elf_white	chrsound.m_hmagician_white	chrsound.f_hmagician_white	chrsound.m_orc_fighter_type_a	chrsound.f_orc_fighter_type_a	chrsound.m_orc_magician_type_a	chrsound.f_orc_magician_type_a	chrsound.MKamael_TypeA_S	chrsound.FKamael_TypeA_S		chrsound.m_hfighter_notarget	chrsound.f_hfighter_notarget	chrsound.m_darkelf_notarget	chrsound.f_darkelf_notarget	chrsound.m_dwarf_notarget	chrsound.f_dwarf_notarget	chrsound.m_elf_notarget	chrsound.f_elf_notarget	chrsound.m_hmagician_notarget	chrsound.f_hmagician_notarget	chrsound.m_orc_fighter_notarget	chrsound.f_orc_fighter_notarget	chrsound.m_orc_magician_notarget	chrsound.f_orc_magician_notarget	chrsound.MKamael_notarget	chrsound.FKamael_notarget		250.00000000	50.00000000
1012	1	SkillSound.recharge_cast	SkillSound3.decey_shot		250.00000000	80.00000000	250.00000000	80.00000000	0.00000000	0.00000000				0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000				0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	chrsound.m_hfighter_white	chrsound.f_hfighter_white	chrsound.m_darkelf_white	chrsound.f_darkelf_white	chrsound.m_dwarf_type_a	chrsound.f_dwarf_type_a	chrsound.m_elf_white	chrsound.f_elf_white	chrsound.m_hmagician_white	chrsound.f_hmagician_white	chrsound.m_orc_fighter_type_a	chrsound.f_orc_fighter_type_a	chrsound.m_orc_magician_type_a	chrsound.f_orc_magician_type_a	chrsound.MKamael_TypeA_S	chrsound.FKamael_TypeA_S		chrsound.m_hfighter_notarget	chrsound.f_hfighter_notarget	chrsound.m_darkelf_notarget	chrsound.f_darkelf_notarget	chrsound.m_dwarf_notarget	chrsound.f_dwarf_notarget	chrsound.m_elf_notarget	chrsound.f_elf_notarget	chrsound.m_hmagician_notarget	chrsound.f_hmagician_notarget	chrsound.m_orc_fighter_notarget	chrsound.f_orc_fighter_notarget	chrsound.m_orc_magician_notarget	chrsound.f_orc_magician_notarget	chrsound.MKamael_notarget	chrsound.FKamael_notarget		250.00000000	50.00000000
1013	1	SkillSound.recharge_cast	SkillSound.recharge_shot		250.00000000	80.00000000	250.00000000	80.00000000	0.00000000	0.00000000				0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000				0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	chrsound.m_hfighter_white	chrsound.f_hfighter_white	chrsound.m_darkelf_white	chrsound.f_darkelf_white	chrsound.m_dwarf_type_a	chrsound.f_dwarf_type_a	chrsound.m_elf_white	chrsound.f_elf_white	chrsound.m_hmagician_white	chrsound.f_hmagician_white	chrsound.m_orc_fighter_type_a	chrsound.f_orc_fighter_type_a	chrsound.m_orc_magician_type_a	chrsound.f_orc_magician_type_a	chrsound.MKamael_TypeA_S	chrsound.FKamael_TypeA_S		chrsound.m_hfighter_notarget	chrsound.f_hfighter_notarget	chrsound.m_darkelf_notarget	chrsound.f_darkelf_notarget	chrsound.m_dwarf_notarget	chrsound.f_dwarf_notarget	chrsound.m_elf_notarget	chrsound.f_elf_notarget	chrsound.m_hmagician_notarget	chrsound.f_hmagician_notarget	chrsound.m_orc_fighter_notarget	chrsound.f_orc_fighter_notarget	chrsound.m_orc_magician_notarget	chrsound.f_orc_magician_notarget	chrsound.MKamael_notarget	chrsound.FKamael_notarget		250.00000000	50.00000000
1015	1	SkillSound.heal_cast	SkillSound.heal_shot		250.00000000	80.00000000	250.00000000	80.00000000	0.00000000	0.00000000				0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000				0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000																		chrsound.m_hfighter_notarget	chrsound.f_hfighter_notarget	chrsound.m_darkelf_notarget	chrsound.f_darkelf_notarget	chrsound.m_dwarf_notarget	chrsound.f_dwarf_notarget	chrsound.m_elf_notarget	chrsound.f_elf_notarget	chrsound.m_hmagician_notarget	chrsound.f_hmagician_notarget	chrsound.m_orc_fighter_notarget	chrsound.f_orc_fighter_notarget	chrsound.m_orc_magician_notarget	chrsound.f_orc_magician_notarget	chrsound.MKamael_notarget	chrsound.FKamael_notarget		250.00000000	50.00000000
1016	1	SkillSound4.resurrection_cast	SkillSound4.resurrection_shot		250.00000000	80.00000000	250.00000000	80.00000000	0.00000000	0.00000000		SkillSound4.resurrection_shot		0.00000000	0.00000000	250.00000000	80.00000000	0.00000000	0.00000000				0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	chrsound.m_hfighter_white	chrsound.f_hfighter_white	chrsound.m_darkelf_white	chrsound.f_darkelf_white	chrsound.m_dwarf_type_a	chrsound.f_dwarf_type_a	chrsound.m_elf_white	chrsound.f_elf_white	chrsound.m_hmagician_white	chrsound.f_hmagician_white	chrsound.m_orc_fighter_type_a	chrsound.f_orc_fighter_type_a	chrsound.m_orc_magician_type_a	chrsound.f_orc_magician_type_a	chrsound.MKamael_TypeA_S	chrsound.FKamael_TypeA_S		chrsound.m_hfighter_throw	chrsound.f_hfighter_throw	chrsound.m_darkelf_throw	chrsound.f_darkelf_throw	chrsound.m_dwarf_throw	chrsound.f_dwarf_throw	chrsound.m_elf_throw	chrsound.f_elf_throw	chrsound.m_hmagician_throw	chrsound.f_hmagician_throw	chrsound.m_orc_fighter_throw	chrsound.f_orc_fighter_throw	chrsound.m_orc_magician_throw	chrsound.f_orc_magician_throw	chrsound.MKamael_throw	chrsound.FKamael_throw		250.00000000	50.00000000
1018	1	SkillSound.recharge_cast	SkillSound3.decey_shot		250.00000000	80.00000000	250.00000000	80.00000000	0.00000000	0.00000000				0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000				0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	chrsound.m_hfighter_white	chrsound.f_hfighter_white	chrsound.m_darkelf_white	chrsound.f_darkelf_white	chrsound.m_dwarf_type_a	chrsound.f_dwarf_type_a	chrsound.m_elf_white	chrsound.f_elf_white	chrsound.m_hmagician_white	chrsound.f_hmagician_white	chrsound.m_orc_fighter_type_a	chrsound.f_orc_fighter_type_a	chrsound.m_orc_magician_type_a	chrsound.f_orc_magician_type_a	chrsound.MKamael_TypeA_S	chrsound.FKamael_TypeA_S		chrsound.m_hfighter_notarget	chrsound.f_hfighter_notarget	chrsound.m_darkelf_notarget	chrsound.f_darkelf_notarget	chrsound.m_dwarf_notarget	chrsound.f_dwarf_notarget	chrsound.m_elf_notarget	chrsound.f_elf_notarget	chrsound.m_hmagician_notarget	chrsound.f_hmagician_notarget	chrsound.m_orc_fighter_notarget	chrsound.f_orc_fighter_notarget	chrsound.m_orc_magician_notarget	chrsound.f_orc_magician_notarget	chrsound.MKamael_notarget	chrsound.FKamael_notarget		250.00000000	50.00000000
1020	1	SkillSound4.greater_heal_cast	SkillSound4.greater_heal_shot		250.00000000	80.00000000	250.00000000	80.00000000	0.00000000	0.00000000				0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000				0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	chrsound.m_hfighter_white	chrsound.f_hfighter_white	chrsound.m_darkelf_white	chrsound.f_darkelf_white	chrsound.m_dwarf_type_a	chrsound.f_dwarf_type_a	chrsound.m_elf_white	chrsound.f_elf_white	chrsound.m_hmagician_white	chrsound.f_hmagician_white	chrsound.m_orc_fighter_type_a	chrsound.f_orc_fighter_type_a	chrsound.m_orc_magician_type_a	chrsound.f_orc_magician_type_a	chrsound.MKamael_TypeA_S	chrsound.FKamael_TypeA_S		chrsound.m_hfighter_notarget	chrsound.f_hfighter_notarget	chrsound.m_darkelf_notarget	chrsound.f_darkelf_notarget	chrsound.m_dwarf_notarget	chrsound.f_dwarf_notarget	chrsound.m_elf_notarget	chrsound.f_elf_notarget	chrsound.m_hmagician_notarget	chrsound.f_hmagician_notarget	chrsound.m_orc_fighter_notarget	chrsound.f_orc_fighter_notarget	chrsound.m_orc_magician_notarget	chrsound.f_orc_magician_notarget	chrsound.MKamael_notarget	chrsound.FKamael_notarget		250.00000000	50.00000000
1027	1	SkillSound.heal_cast	SkillSound.heal_shot		250.00000000	80.00000000	250.00000000	80.00000000	0.00000000	0.00000000				0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000				0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	chrsound.m_hfighter_white	chrsound.f_hfighter_white	chrsound.m_darkelf_white	chrsound.f_darkelf_white	chrsound.m_dwarf_type_a	chrsound.f_dwarf_type_a	chrsound.m_elf_white	chrsound.f_elf_white	chrsound.m_hmagician_white	chrsound.f_hmagician_white	chrsound.m_orc_fighter_type_a	chrsound.f_orc_fighter_type_a	chrsound.m_orc_magician_type_a	chrsound.f_orc_magician_type_a	chrsound.MKamael_TypeA_S	chrsound.FKamael_TypeA_S		chrsound.m_hfighter_notarget	chrsound.f_hfighter_notarget	chrsound.m_darkelf_notarget	chrsound.f_darkelf_notarget	chrsound.m_dwarf_notarget	chrsound.f_dwarf_notarget	chrsound.m_elf_notarget	chrsound.f_elf_notarget	chrsound.m_hmagician_notarget	chrsound.f_hmagician_notarget	chrsound.m_orc_fighter_notarget	chrsound.f_orc_fighter_notarget	chrsound.m_orc_magician_notarget	chrsound.f_orc_magician_notarget	chrsound.MKamael_notarget	chrsound.FKamael_notarget		250.00000000	50.00000000
1028	1	SkillSound4.disrupt_undead_cast	SkillSound.disrupt_undead_shot		250.00000000	80.00000000	250.00000000	80.00000000	0.00000000	0.00000000				0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000				0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	chrsound.m_hfighter_white	chrsound.f_hfighter_white	chrsound.m_darkelf_white	chrsound.f_darkelf_white	chrsound.m_dwarf_type_a	chrsound.f_dwarf_type_a	chrsound.m_elf_white	chrsound.f_elf_white	chrsound.m_hmagician_white	chrsound.f_hmagician_white	chrsound.m_orc_fighter_type_a	chrsound.f_orc_fighter_type_a	chrsound.m_orc_magician_type_a	chrsound.f_orc_magician_type_a	chrsound.MKamael_TypeA_S	chrsound.FKamael_TypeA_S		chrsound.m_hfighter_throw	chrsound.f_hfighter_throw	chrsound.m_darkelf_throw	chrsound.f_darkelf_throw	chrsound.m_dwarf_throw	chrsound.f_dwarf_throw	chrsound.m_elf_throw	chrsound.f_elf_throw	chrsound.m_hmagician_throw	chrsound.f_hmagician_throw	chrsound.m_orc_fighter_throw	chrsound.f_orc_fighter_throw	chrsound.m_orc_magician_throw	chrsound.f_orc_magician_throw	chrsound.MKamael_throw	chrsound.FKamael_throw		250.00000000	50.00000000
1031	1	SkillSound4.disrupt_undead_cast	SkillSound.disrupt_undead_shot		250.00000000	80.00000000	250.00000000	80.00000000	0.00000000	0.00000000				0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000				0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	chrsound.m_hfighter_white	chrsound.f_hfighter_white	chrsound.m_darkelf_white	chrsound.f_darkelf_white	chrsound.m_dwarf_type_a	chrsound.f_dwarf_type_a	chrsound.m_elf_white	chrsound.f_elf_white	chrsound.m_hmagician_white	chrsound.f_hmagician_white	chrsound.m_orc_fighter_type_a	chrsound.f_orc_fighter_type_a	chrsound.m_orc_magician_type_a	chrsound.f_orc_magician_type_a	chrsound.MKamael_TypeA_S	chrsound.FKamael_TypeA_S		chrsound.m_hfighter_throw	chrsound.f_hfighter_throw	chrsound.m_darkelf_throw	chrsound.f_darkelf_throw	chrsound.m_dwarf_throw	chrsound.f_dwarf_throw	chrsound.m_elf_throw	chrsound.f_elf_throw	chrsound.m_hmagician_throw	chrsound.f_hmagician_throw	chrsound.m_orc_fighter_throw	chrsound.f_orc_fighter_throw	chrsound.m_orc_magician_throw	chrsound.f_orc_magician_throw	chrsound.MKamael_throw	chrsound.FKamael_throw		250.00000000	50.00000000
1032	1	SkillSound4.shield_cast	SkillSound4.shield_shot		250.00000000	80.00000000	250.00000000	80.00000000	0.00000000	0.00000000				0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000				0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	chrsound.m_hfighter_white	chrsound.f_hfighter_white	chrsound.m_darkelf_white	chrsound.f_darkelf_white	chrsound.m_dwarf_type_a	chrsound.f_dwarf_type_a	chrsound.m_elf_white	chrsound.f_elf_white	chrsound.m_hmagician_white	chrsound.f_hmagician_white	chrsound.m_orc_fighter_type_a	chrsound.f_orc_fighter_type_a	chrsound.m_orc_magician_type_a	chrsound.f_orc_magician_type_a	chrsound.MKamael_TypeA_S	chrsound.FKamael_TypeA_S		chrsound.m_hfighter_notarget	chrsound.f_hfighter_notarget	chrsound.m_darkelf_notarget	chrsound.f_darkelf_notarget	chrsound.m_dwarf_notarget	chrsound.f_dwarf_notarget	chrsound.m_elf_notarget	chrsound.f_elf_notarget	chrsound.m_hmagician_notarget	chrsound.f_hmagician_notarget	chrsound.m_orc_fighter_notarget	chrsound.f_orc_fighter_notarget	chrsound.m_orc_magician_notarget	chrsound.f_orc_magician_notarget	chrsound.MKamael_notarget	chrsound.FKamael_notarget		250.00000000	50.00000000
