tag_?	quest_id	quest_prog	main_name	prog_name	description	cnt1	items[0]	items[1]	items[2]	items[3]	items[4]	items[5]	items[6]	items[7]	items[8]	items[9]	items[10]	items[11]	items[12]	items[13]	cnt2	num_items[0]	num_items[1]	num_items[2]	num_items[3]	num_items[4]	num_items[5]	num_items[6]	num_items[7]	num_items[8]	num_items[9]	num_items[10]	num_items[11]	num_items[12]	num_items[13]	quest_x	quest_y	quest_z	lvl_min	lvl_max	quest_type	entity_name	get_item_in_quest	UNK_1	UNK_2	contact_npc_id	contact_npc_x	contact_npc_y	contact_npc_z	restricions	short_description	cnt3	req_class[0]	req_class[1]	req_class[2]	req_class[3]	req_class[4]	req_class[5]	req_class[6]	req_class[7]	req_class[8]	req_class[9]	req_class[10]	req_class[11]	req_class[12]	req_class[13]	req_class[14]	req_class[15]	req_class[16]	req_class[17]	req_class[18]	req_class[19]	req_class[20]	req_class[21]	req_class[22]	req_class[23]	req_class[24]	req_class[25]	req_class[26]	req_class[27]	req_class[28]	req_class[29]	req_class[30]	req_class[31]	req_class[32]	req_class[33]	req_class[34]	req_class[35]	req_class[36]	req_class[37]	req_class[38]	req_class[39]	req_class[40]	req_class[41]	req_class[42]	req_class[43]	req_class[44]	req_class[45]	req_class[46]	req_class[47]	req_class[48]	req_class[49]	req_class[50]	req_class[51]	req_class[52]	req_class[53]	req_class[54]	req_class[55]	req_class[56]	req_class[57]	req_class[58]	req_class[59]	req_class[60]	req_class[61]	req_class[62]	req_class[63]	req_class[64]	req_class[65]	req_class[66]	req_class[67]	req_class[68]	cnt4	req_item[0]	req_item[1]	req_item[2]	req_item[3]	req_item[4]	clan_pet_quest	req_quest_complete	UNK_3	area_id	UNK_4	cnt5	tab5[0]	tab5[1]	tab5[2]	tab5[3]	tab5[4]	tab5[5]	tab5[6]	tab5[7]	tab5[8]	tab5[9]	tab5[10]	cnt6	tab6[0]	tab6[1]	tab6[2]	tab6[3]	tab6[4]	tab6[5]	tab6[6]	tab6[7]	tab6[8]	tab6[9]	tab6[10]	cnt7	tab7[0]	tab7[1]	tab7[2]	tab7[3]
1	25	4	u,在真實另一端瑟縮的人\0	u,他們的領袖\0	u,貝拿帝克說，神殿中的領導為大神官 阿格利貝爾，於是建議去找他交談。\\n\0	0															0															35480.00000000	-48224.00000000	899.00000000	66	0	3	u,大神官 阿格利貝爾\0	0	1	1	31349	35408.00000000	-48368.00000000	899.00000000	u,亡者森林的住人們任務已完成  \0	u,悲劇是藏在慘死背後的陰謀。拯救她的實驗。被揭穿的地下組織的真面目！\0	0																																																																						0						0	24	0	200	0	2	15623	15624										2	572277	53750										1	3			
1	25	5	u,在真實另一端瑟縮的人\0	u,回到謎樣的魔法師\0	u,大神官 阿格利貝爾表示他已無話可說，於是拿出了一把鑰匙並建議再次回到派遣我到此地的男人之處。\\n\0	0															0															51878.00000000	-54796.00000000	-3167.00000000	66	0	3	u,謎樣的魔法師\0	0	1	1	31349	35408.00000000	-48368.00000000	899.00000000	u,亡者森林的住人們任務已完成  \0	u,悲劇是藏在慘死背後的陰謀。拯救她的實驗。被揭穿的地下組織的真面目！\0	0																																																																						0						0	24	0	200	0	2	15623	15624										2	572277	53750										1	4			
1	25	6	u,在真實另一端瑟縮的人\0	u,寶石之鎖\0	u,他還說在森林裡那些被棄的書架中的某處，該有一個和鑰匙成對的某樣東西在。去找這件東西。\\n\0	0															0															0.00000000	0.00000000	0.00000000	66	0	3	a,	1	1	1	31349	35408.00000000	-48368.00000000	899.00000000	u,亡者森林的住人們任務已完成  \0	u,悲劇是藏在慘死背後的陰謀。拯救她的實驗。被揭穿的地下組織的真面目！\0	0																																																																						0						0	24	0	200	0	2	15623	15624										2	572277	53750										1	5			
1	25	7	u,在真實另一端瑟縮的人\0	u,可疑敵人的襲擊\0	u,奇怪的敵人突然襲擊了過來。擊倒他吧。\\n\0	0															0															0.00000000	0.00000000	0.00000000	66	0	3	a,	1	1	1	31349	35408.00000000	-48368.00000000	899.00000000	u,亡者森林的住人們任務已完成  \0	u,悲劇是藏在慘死背後的陰謀。拯救她的實驗。被揭穿的地下組織的真面目！\0	0																																																																						0						0	24	0	200	0	2	15623	15624										2	572277	53750										1	6			
1	25	8	u,在真實另一端瑟縮的人\0	u,調查書架\0	u,擊敗了謎樣的惡魔。重新調查書架。\\n\0	0															0															0.00000000	0.00000000	0.00000000	66	0	3	a,	1	1	1	31349	35408.00000000	-48368.00000000	899.00000000	u,亡者森林的住人們任務已完成  \0	u,悲劇是藏在慘死背後的陰謀。拯救她的實驗。被揭穿的地下組織的真面目！\0	0																																																																						0						0	24	0	200	0	2	15623	15624										2	572277	53750										1	7			
1	25	9	u,在真實另一端瑟縮的人\0	u,真象的線索\0	u,寶石盒裡放著一張紙。黑魔導士說，有關這張紙，該問的對象並不是他，而是那個寫下這一切內容的女人。如果實在不知道的話，就去問謎樣的魔法師。\\n\0	0															0															0.00000000	0.00000000	0.00000000	66	0	3	a,	1	1	1	31349	35408.00000000	-48368.00000000	899.00000000	u,亡者森林的住人們任務已完成  \0	u,悲劇是藏在慘死背後的陰謀。拯救她的實驗。被揭穿的地下組織的真面目！\0	0																																																																						0						0	24	0	200	0	2	15623	15624										2	572277	53750										1	8			
1	25	10	u,在真實另一端瑟縮的人\0	u,目睹一切的人\0	u,記錄這一切的少女，同時還知道尼特拉何這個名字的少女..那個人是？\\n\0	0															0															47108.00000000	-36189.00000000	-1624.00000000	66	0	3	u,莉迪亞的侍女\0	0	1	1	31349	35408.00000000	-48368.00000000	899.00000000	u,亡者森林的住人們任務已完成  \0	u,悲劇是藏在慘死背後的陰謀。拯救她的實驗。被揭穿的地下組織的真面目！\0	0																																																																						0						0	24	0	200	0	2	15623	15624										2	572277	53750										1	9			
1	25	11	u,在真實另一端瑟縮的人\0	u,遺失的紅衣\0	u,莉迪亞的侍女說是一定要找到羅絲穿過的衣裳，說完就失去了精神！那件衣裳會在哪裡呢？羅絲又被埋在哪裡呢？\\n\0	1	7155														1	1														60162.00000000	-35900.00000000	-672.00000000	66	0	3	u,墓碑\0	1	1	1	31349	35408.00000000	-48368.00000000	899.00000000	u,亡者森林的住人們任務已完成  \0	u,悲劇是藏在慘死背後的陰謀。拯救她的實驗。被揭穿的地下組織的真面目！\0	0																																																																						0						0	24	0	200	0	2	15623	15624										2	572277	53750										1	10			
1	25	12	u,在真實另一端瑟縮的人\0	u,裝在棺內的物品\0	u,挖開墓碑後出現了一口棺材。打開來看看！\\n\0	1	7155														1	1														60162.00000000	-35900.00000000	-672.00000000	66	0	3	u,墓碑\0	1	1	1	31349	35408.00000000	-48368.00000000	899.00000000	u,亡者森林的住人們任務已完成  \0	u,悲劇是藏在慘死背後的陰謀。拯救她的實驗。被揭穿的地下組織的真面目！\0	0																																																																						0						0	24	0	200	0	2	15623	15624										2	572277	53750										1	11			
1	25	13	u,在真實另一端瑟縮的人\0	u,遭受創傷的她\0	u,拿到了那件紅衣。回去見莉迪亞的侍女。\\n\0	0															0															47108.00000000	-36189.00000000	-1624.00000000	66	0	3	u,莉迪亞的侍女\0	0	1	1	31349	35408.00000000	-48368.00000000	899.00000000	u,亡者森林的住人們任務已完成  \0	u,悲劇是藏在慘死背後的陰謀。拯救她的實驗。被揭穿的地下組織的真面目！\0	0																																																																						0						0	24	0	200	0	2	15623	15624										2	572277	53750										1	12			
1	25	14	u,在真實另一端瑟縮的人\0	u,記憶的恢復\0	u,莉迪亞的侍女要求讓她一個人靜一靜。還是稍後再去找她吧。\\n\0	0															0															47108.00000000	-36189.00000000	-1624.00000000	66	0	3	u,莉迪亞的侍女\0	0	1	1	31349	35408.00000000	-48368.00000000	899.00000000	u,亡者森林的住人們任務已完成  \0	u,悲劇是藏在慘死背後的陰謀。拯救她的實驗。被揭穿的地下組織的真面目！\0	0																																																																						0						0	24	0	200	0	2	15623	15624										2	572277	53750										1	13			
1	25	15	u,在真實另一端瑟縮的人\0	u,驚人的自白\0	u,莉迪亞的侍女封印了這個驚人的真相並說道，若想知道更詳細的內容，最好去問哈汀。\\n\0	0															0															51878.00000000	-54796.00000000	-3167.00000000	66	0	3	u,哈汀\0	0	1	1	31349	35408.00000000	-48368.00000000	899.00000000	u,亡者森林的住人們任務已完成  \0	u,悲劇是藏在慘死背後的陰謀。拯救她的實驗。被揭穿的地下組織的真面目！\0	0																																																																						0						0	24	0	200	0	2	15623	15624										2	572277	53750										1	14			
1	25	16	u,在真實另一端瑟縮的人\0	u,帝雷歐的陰謀\0	u,哈汀說出了讓她遭受這種處境的元兇，他還說如果安撫不了心中的怒火，就建議去找那些假神官談談。而且還要帶上那個守護契約的惡魔所攜帶的惡魔的標幟。\\n\0	0															0															35480.00000000	-48224.00000000	899.00000000	66	0	3	u,虛偽的神官 阿格利貝爾\0	0	1	1	31349	35408.00000000	-48368.00000000	899.00000000	u,亡者森林的住人們任務已完成  \0	u,悲劇是藏在慘死背後的陰謀。拯救她的實驗。被揭穿的地下組織的真面目！\0	0																																																																						0						0	24	0	200	0	2	15623	15624										2	572277	53750										1	15			
1	25	17	u,在真實另一端瑟縮的人\0	u,貝南旦堤卡爾代\0	u,這不過是貝南旦堤 卡爾代陰謀的開始。見過莉迪亞後向她道別吧。\\n\0	0															0															47108.00000000	-36189.00000000	-1624.00000000	66	0	3	u,莉迪亞\0	0	1	1	31349	35408.00000000	-48368.00000000	899.00000000	u,亡者森林的住人們任務已完成  \0	u,悲劇是藏在慘死背後的陰謀。拯救她的實驗。被揭穿的地下組織的真面目！\0	0																																																																						0						0	24	0	200	0	2	15623	15624										2	572277	53750										1	16			
1	25	18	u,在真實另一端瑟縮的人\0	u,貝南旦堤卡爾代\0	u,這不過是貝南旦堤 卡爾代陰謀的開始。去找哈汀詢問有關阻止他們的方法。\\n\0	0															0															51878.00000000	-54796.00000000	-3167.00000000	66	0	3	u,哈汀\0	0	1	1	31349	35408.00000000	-48368.00000000	899.00000000	u,亡者森林的住人們任務已完成  \0	u,悲劇是藏在慘死背後的陰謀。拯救她的實驗。被揭穿的地下組織的真面目！\0	0																																																																						0						0	24	0	200	0	2	15623	15624										2	572277	53750										1	16			
1	25	-1	u,在真實另一端瑟縮的人\0	a,	a,	0															0															0.00000000	0.00000000	0.00000000	66	0	3	u,哈汀\0	1	1	1	31349	35408.00000000	-48368.00000000	899.00000000	u,亡者森林的住人們任務已完成  \0	u,悲劇是藏在慘死背後的陰謀。拯救她的實驗。被揭穿的地下組織的真面目！\0	0																																																																						0						0	24	0	200	0	2	15623	15624										2	572277	53750										1	17			
1	25	-2	u,在真實另一端瑟縮的人\0	a,	a,	0															0															0.00000000	0.00000000	0.00000000	66	0	3	u,莉迪亞\0	1	1	1	31349	35408.00000000	-48368.00000000	899.00000000	u,亡者森林的住人們任務已完成\0	u,隱藏在大悲劇背後的陰謀。拯救她的實驗。被揭穿的地下組織的真面目！\0	0																																																																						0						0	24	0	200	0	2	15623	15624										2	572277	53750										1	18			
1	27	1	u,以風魚餌釣的箱子\0	u,怪異的箱子\0	u,雷諾斯科請求幫他尋找叫「藍色大寶箱」的東西。雷諾斯科在強調特殊魚餌，看來利用特殊魚餌釣魚應該也不錯。不然打聽是否有人拿著那箱子吧。\\n\0	1	6500														1	1														19539.00000000	145987.00000000	-3068.00000000	27	29	3	u,雷諾斯科\0	1	1	1	31570	19539.00000000	145987.00000000	-3068.00000000	u,雷諾斯科的特殊魚餌任務已完成\0	u,釣魚會員雷諾斯科請求將遺失的箱子找回來。說是遺失箱子的人好像是在水邊遺失了箱子，因此規勸說最好是用釣魚來找回那箱子。將釣到的怪異的箱子打開來，查看箱子裡面的物品後，再還給主人的一次性任務。\0	0																																																																						0						0	50	0	1	0	1	880											1	1											1	0			
1	27	2	u,以風魚餌釣的箱子\0	u,怪異的高崙設計圖\0	u,打開藍色寶箱一看，發現有個怪異的高崙設計圖。將此物品交給在狄恩城鎮鐵舖的薩琳吧。\\n\0	1	7625														1	1														19600.00000000	143344.00000000	-3026.00000000	27	29	3	u,薩琳\0	0	1	1	31570	19539.00000000	145987.00000000	-3068.00000000	u,雷諾斯科的特殊魚餌任務已完成\0	u,釣魚會員雷諾斯科請求將遺失的箱子找回來。說是遺失箱子的人好像是在水邊遺失了箱子，因此規勸說最好是用釣魚來找回那箱子。將釣到的怪異的箱子打開來，查看箱子裡面的物品後，再還給主人的一次性任務。\0	0																																																																						0						0	50	0	1	0	1	880											1	1											1	1			
1	27	-1	u,以風魚餌釣的箱子\0	a,	a,	0															0															0.00000000	0.00000000	0.00000000	27	29	3	a,	1	1	1	31570	19539.00000000	145987.00000000	-3068.00000000	u,雷諾斯科的特殊魚餌任務已完成\0	u,釣魚會員 雷諾斯科請求找回遺失的箱子。並說道遺失箱子的人好像是在水邊遺失了箱子，因此建議最好是用釣魚來找回那箱子。開啟釣到的怪異的箱子，並查看箱子裡面的物品後，再還給主人的一次性任務。\0	0																																																																						0						0	50	0	1	0	1	880											1	1											1	2			
1	28	1	u,以冰魚餌釣的箱子\0	u,尋找怪異的箱子\0	u,歐福雷請求幫他尋找叫「黃色大寶箱」的東西。委託人說是在水邊遺失了箱子，如果精通釣魚為等級12的話，利用特殊魚餌釣魚應該也不錯。不然打聽是否有人拿著那箱子吧。\\n\0	1	6503														1	1														80512.00000000	147712.00000000	-3502.00000000	36	38	3	u,歐福雷\0	1	1	1	31572	80512.00000000	147712.00000000	-3502.00000000	u,歐福雷的特殊魚餌任務已完成\0	u,釣魚會員歐福雷請求將遺失的箱子找回來。打開奇怪的箱子後，交還給主人的一次性任務。\0	0																																																																						0						0	51	0	16	0	1	881											1	1											1	0			
1	28	2	u,以冰魚餌釣的箱子\0	u,傳達琪琪的信\0	u,打開黃色大寶箱一看，發現有封奇怪的信。將此信交給在村莊鐵匠舖的礦物商人 琪琪。\\n\0	1	7626														1	1														77446.00000000	148302.00000000	-3600.00000000	36	38	3	u,琪琪\0	0	1	1	31572	80512.00000000	147712.00000000	-3502.00000000	u,歐福雷的特殊魚餌任務已完成\0	u,釣魚會員歐福雷請求將遺失的箱子找回來。打開奇怪的箱子後，交還給主人的一次性任務。\0	0																																																																						0						0	51	0	16	0	1	881											1	1											1	1			
1	28	-1	u,以冰魚餌釣的箱子\0	a,	a,	0															0															0.00000000	0.00000000	0.00000000	36	38	3	a,	1	1	1	31572	80512.00000000	147712.00000000	-3502.00000000	u,歐福雷的特殊魚餌任務已完成\0	u,釣魚會員歐福雷請求將遺失的箱子找回來。打開奇怪的箱子後，交還給主人的一次性任務。\0	0																																																																						0						0	51	0	16	0	1	881											1	1											1	2			
1	29	1	u,以地魚餌釣的箱子\0	u,紫色箱子\0	u,威樂利請求幫他尋找叫「紫色小寶箱」的東西。委託人說是在水邊遺失了箱子，所以利用特殊魚餌釣魚應該也不錯。不然打聽是否有人拿著那箱子吧。\\n\0	1	6507														1	1														79774.00000000	54746.00000000	-1545.00000000	48	50	3	u,威樂利\0	1	1	1	31574	79774.00000000	54746.00000000	-1545.00000000	u,威樂利的特殊魚餌任務已完成\0	u,釣魚會員威樂利請求將遺失的箱子找回來。打開奇怪的箱子後，交還給主人的一次性任務。\0	0																																																																						0						0	52	0	67	0	1	2455											1	1											1	0			
1	29	2	u,以地魚餌釣的箱子\0	u,小玻璃箱\0	u,打開紫色小寶箱一看，發現有個小玻璃箱。將此物品交給在海音斯村莊裡的亞拿貝吧。\\n\0	1	7627														1	1														111549.00000000	217381.00000000	-3458.00000000	48	50	3	u,亞拿貝\0	0	1	1	31574	79774.00000000	54746.00000000	-1545.00000000	u,威樂利的特殊魚餌任務已完成\0	u,釣魚會員威樂利請求將遺失的箱子找回來。打開奇怪的箱子後，交還給主人的一次性任務。\0	0																																																																						0						0	52	0	67	0	1	2455											1	1											1	1			
1	29	-1	u,以地魚餌釣的箱子\0	a,	a,	0															0															0.00000000	0.00000000	0.00000000	48	50	3	a,	1	1	1	31574	79774.00000000	54746.00000000	-1545.00000000	u,威樂利的特殊魚餌任務已完成\0	u,釣魚會員威樂利請求將遺失的箱子找回來。打開奇怪的箱子後，交還給主人的一次性任務。\0	0																																																																						0						0	52	0	67	0	1	2455											1	1											1	2			
1	30	1	u,以炎魚餌釣的箱子\0	u,紅色寶箱\0	u,里奈歐斯請求幫他尋找叫「紅色寶箱」的東西。委託人說是在水邊遺失了箱子，所以利用特殊魚餌釣魚應該也不錯。不然打聽是否有人拿著那箱子吧。\\n\0	1	6511														1	1														149072.00000000	28736.00000000	-2253.00000000	60	62	3	u,里奈歐斯\0	1	1	1	31577	149072.00000000	28736.00000000	-2253.00000000	u,里奈歐斯的特殊魚餌任務已完成\0	u,釣魚會員里奈歐斯請求將遺失的箱子找回來。打開奇怪的箱子後，交還給主人的一次性任務。\0	0																																																																						0						0	53	0	97	0	1	916											1	1											1	0			
1	30	2	u,以炎魚餌釣的箱子\0	u,露凱的樂譜\0	u,利用里奈歐斯的炎魚餌釣到了箱子。箱內竟然只有一份樂譜。在戰亂瀰漫的世界裡，除了貴族之外，對音樂這些東西感興趣的會有幾個呢？將此物品交給狄恩村莊的露凱吧。\\n\0	1	7628														1	1														16680.00000000	142368.00000000	-2688.00000000	60	62	3	u,露凱\0	0	1	1	31577	149072.00000000	28736.00000000	-2253.00000000	u,里奈歐斯的特殊魚餌任務已完成\0	u,釣魚會員里奈歐斯請求將遺失的箱子找回來。打開奇怪的箱子後，交還給主人的一次性任務。\0	0																																																																						0						0	53	0	97	0	1	916											1	1											1	1			
1	30	-1	u,以炎魚餌釣的箱子\0	a,	a,	0															0															0.00000000	0.00000000	0.00000000	60	62	3	a,	1	1	1	31577	149072.00000000	28736.00000000	-2253.00000000	u,里奈歐斯的特殊魚餌任務已完成\0	u,釣魚會員里奈歐斯請求將遺失的箱子找回來。打開奇怪的箱子後，交還給主人的一次性任務。\0	0																																																																						0						0	53	0	97	0	1	916											1	1											1	2			
1	31	1	u,埋藏沼澤的祕密\0	u,尋找調查員克羅琳吧！\0	u,查出在悲鳴的沼澤調查途中失蹤的調查員克羅琳的行蹤吧。而且還要查出克羅琳所記錄的有關古代人們之紀念碑的調查日誌才行。\0	0															0															83168.00000000	-54320.00000000	-2328.00000000	66	76	3	u,調查員 克羅琳的失蹤地點\0	0	1	1	31555	69348.00000000	-50408.00000000	-3288.00000000	u,沒有條件限制\0	u,黃金羊傭兵隊的補給兵亞柏克隆比拜託尋找，在悲鳴的沼澤調查古代帝國遺產途中失蹤的調查員...\0	0																																																																						0						0	0	0	200	0	3	15623	15624	57									3	490000	45880	120000									1	0			
1	31	2	u,埋藏沼澤的祕密\0	u,將日誌交給亞柏克隆比！\0	u,將從調查員克羅琳那兒找到的調查日誌拿給在黃金羊傭兵團兵營的亞柏克隆比吧。\\n\0	1	7252														1	1														69348.00000000	-50408.00000000	-3288.00000000	66	76	3	u,傭兵隊補給兵 亞柏克隆比\0	0	1	1	31555	69348.00000000	-50408.00000000	-3288.00000000	u,沒有條件限制\0	u,黃金羊傭兵隊的補給兵亞柏克隆比拜託尋找，在悲鳴的沼澤調查古代帝國遺產途中失蹤的調查員...\0	0																																																																						0						0	0	0	200	0	3	15623	15624	57									3	490000	45880	120000									1	1			
1	31	3	u,埋藏沼澤的祕密\0	u,找出被遺忘的紀念碑吧！\0	u,代替在執行任務途中死亡的調查員克羅琳去調查古代的石板吧。從克羅琳的日誌查明了第一個紀念碑的位置。去找石板後查出第二個紀念碑的位置吧。\\n\0	0															0															72196.00000000	-55720.00000000	-3144.00000000	66	76	3	u,被遺忘的紀念碑 之一\0	1	1	1	31555	69348.00000000	-50408.00000000	-3288.00000000	u,沒有條件限制\0	u,黃金羊傭兵隊的補給兵亞柏克隆比拜託尋找，在悲鳴的沼澤調查古代帝國遺產途中失蹤的調查員...\0	0																																																																						0						0	0	0	200	0	3	15623	15624	57									3	490000	45880	120000									1	2			
1	31	4	u,埋藏沼澤的祕密\0	u,尋找第二個紀念碑吧！\0	u,移動到刻在石碑表面上的圖形所指的位置之後，尋找第二個紀念碑吧。\\n\0	0															0															77184.00000000	-44064.00000000	-3264.00000000	66	76	3	u,被遺忘的紀念碑 之二\0	1	1	1	31555	69348.00000000	-50408.00000000	-3288.00000000	u,沒有條件限制\0	u,黃金羊傭兵隊的補給兵亞柏克隆比拜託尋找，在悲鳴的沼澤調查古代帝國遺產途中失蹤的調查員...\0	0																																																																						0						0	0	0	200	0	3	15623	15624	57									3	490000	45880	120000									1	3			
1	31	5	u,埋藏沼澤的祕密\0	u,尋找第三個紀念碑吧！\0	u,移動到刻在石碑表面上的圖形所指的位置之後，尋找第三個紀念碑吧。\\n\0	0															0															78832.00000000	-61536.00000000	-2308.00000000	66	76	3	u,被遺忘的紀念碑 之三\0	1	1	1	31555	69348.00000000	-50408.00000000	-3288.00000000	u,沒有條件限制\0	u,黃金羊傭兵隊的補給兵亞柏克隆比拜託尋找，在悲鳴的沼澤調查古代帝國遺產途中失蹤的調查員...\0	0																																																																						0						0	0	0	200	0	3	15623	15624	57									3	490000	45880	120000									1	4			
1	31	6	u,埋藏沼澤的祕密\0	u,尋找第四個紀念碑吧！\0	u,分析過刻在石碑表面上的地圖之後，查出了下一個紀念碑的位置。移動到那位置之後，尋找第四個紀念碑吧。\\n\0	0															0															91856.00000000	-52340.00000000	-2636.00000000	66	76	3	u,被遺忘的紀念碑 之四\0	1	1	1	31555	69348.00000000	-50408.00000000	-3288.00000000	u,沒有條件限制\0	u,黃金羊傭兵隊的補給兵亞柏克隆比拜託尋找，在悲鳴的沼澤調查古代帝國遺產途中失蹤的調查員...\0	0																																																																						0						0	0	0	200	0	3	15623	15624	57									3	490000	45880	120000									1	5			
1	31	7	u,埋藏沼澤的祕密\0	u,回到亞柏克隆比身邊吧！\0	u,回到在黃金羊傭兵團兵營的補給兵亞柏克隆比那兒之後，告訴他四個紀念碑的位置吧。\\n\0	0															0															69348.00000000	-50408.00000000	-3288.00000000	66	76	3	u,傭兵隊補給兵 亞柏克隆比\0	0	1	1	31555	69348.00000000	-50408.00000000	-3288.00000000	u,沒有條件限制\0	u,黃金羊傭兵隊的補給兵亞柏克隆比拜託尋找，在悲鳴的沼澤調查古代帝國遺產途中失蹤的調查員...\0	0																																																																						0						0	0	0	200	0	3	15623	15624	57									3	490000	45880	120000									1	6			
1	31	-1	u,埋藏沼澤的祕密\0	a,	a,	0															0															0.00000000	0.00000000	0.00000000	66	76	3	a,	1	1	1	31555	69348.00000000	-50408.00000000	-3288.00000000	u,沒有條件限制\0	u,黃金羊傭兵隊的補給兵 亞柏克隆比拜託尋找在悲鳴的沼澤調查古代帝國遺產途中失蹤的調查員...\0	0																																																																						0						0	0	0	200	0	3	15623	15624	57									3	490000	45880	120000									1	7			
1	32	1	u,謊言也能看的見\0	u,拜訪吉特勒\0	u,大神官魅克斯彌莉言表示，奇岩城鎮內的商人吉特勒，目前正需要援手。去見吉特勒。\\n\0	0															0															83317.00000000	150821.00000000	-3514.00000000	45	0	1	u,吉特勒\0	0	1	1	30120	87058.00000000	148634.00000000	-3392.00000000	u,沒有條件限制\0	u,聽說大神官魅克斯彌莉言拜託吉特勒製造一種藥，但因為出了問題而遲遲無法交出。他因此正在尋找幫手…。\0	0																																																																						0						0	0	0	16	0	1	15625											1	0											1	0			
1	32	2	u,謊言也能看的見\0	u,拜訪米奇貓\0	u,商人 吉特勒說自從米奇貓進了惡魔島之後就斷了消息，於是要求道，若見到他的話就將地圖交給他，並帶回一些藥草。\\n\0	0															0															44208.00000000	206560.00000000	-3760.00000000	45	0	1	u,米奇貓\0	0	1	1	30120	87058.00000000	148634.00000000	-3392.00000000	u,沒有條件限制\0	u,聽說大神官魅克斯彌莉言拜託吉特勒製造一種藥，但因為出了問題而遲遲無法交出。他因此正在尋找幫手…。\0	0																																																																						0						0	0	0	16	0	1	15625											1	0											1	1			
1	32	3	u,謊言也能看的見\0	u,尋找藥草\0	u,米奇貓說雖有將藥草到手，但在尋找出路的途中，卻因袋子破掉而遺失了。幫米奇貓收集20個藥草。聽說在鱷魚島抓鱷魚就可以得到藥草。\\n\\n要獵殺的目標怪物 - 鱷魚\\n\0	1	7166														1	20														105000.00000000	201000.00000000	-3753.00000000	45	0	1	u,鱷魚\0	1	1	1	30120	87058.00000000	148634.00000000	-3392.00000000	u,沒有條件限制\0	u,聽說大神官魅克斯彌莉言拜託吉特勒製造一種藥，但因為出了問題而遲遲無法交出。他因此正在尋找幫手…。\0	0																																																																						0						0	0	0	16	0	1	15625											1	0											1	2			
1	32	4	u,謊言也能看的見\0	u,遞送藥草\0	u,找到了奇岩城鎮商人吉特勒所囑託的所有藥草。吉特勒正在迫切的等著藥草，趕快動身吧。\\n\0	0															0															83317.00000000	150821.00000000	-3514.00000000	45	0	1	u,吉特勒\0	0	1	1	30120	87058.00000000	148634.00000000	-3392.00000000	u,沒有條件限制\0	u,聽說大神官魅克斯彌莉言拜託吉特勒製造一種藥，但因為出了問題而遲遲無法交出。他因此正在尋找幫手…。\0	0																																																																						0						0	0	0	16	0	1	15625											1	0											1	3			
1	32	5	u,謊言也能看的見\0	u,尋找魔精石\0	u,吉特勒說還缺魔精石這個材料，要找到500個魔精石之後才能開始製藥。\\n\0	1	3031														1	500														83317.00000000	150821.00000000	-3514.00000000	45	0	1	u,吉特勒\0	1	1	1	30120	87058.00000000	148634.00000000	-3392.00000000	u,沒有條件限制\0	u,聽說大神官魅克斯彌莉言拜託吉特勒製造一種藥，但因為出了問題而遲遲無法交出。他因此正在尋找幫手…。\0	0																																																																						0						0	0	0	16	0	1	15625											1	0											1	4			
1	32	6	u,謊言也能看的見\0	u,領取報酬\0	u,向商人吉特勒請款。包括魔精石在內的一切費用，他已全付給米奇貓了，所以該向米奇貓請款去。\\n\0	0															0															44208.00000000	206560.00000000	-3760.00000000	45	0	1	u,米奇貓\0	0	1	1	30120	87058.00000000	148634.00000000	-3392.00000000	u,沒有條件限制\0	u,聽說大神官魅克斯彌莉言拜託吉特勒製造一種藥，但因為出了問題而遲遲無法交出。他因此正在尋找幫手…。\0	0																																																																						0						0	0	0	16	0	1	15625											1	0											1	5			
1	32	7	u,謊言也能看的見\0	u,被揭穿的謊言\0	u,米奇貓說他並沒有收到任何款項，最好能回到奇岩城鎮，向商人吉特勒問個清楚。\\n\0	0															0															83317.00000000	150821.00000000	-3514.00000000	45	0	1	u,吉特勒\0	0	1	1	30120	87058.00000000	148634.00000000	-3392.00000000	u,沒有條件限制\0	u,聽說大神官魅克斯彌莉言拜託吉特勒製造一種藥，但因為出了問題而遲遲無法交出。他因此正在尋找幫手…。\0	0																																																																						0						0	0	0	16	0	1	15625											1	0											1	6			
1	32	8	u,謊言也能看的見\0	u,請幫忙找出最後的材料！\0	u,吉特勒對自己的謊言深表歉意，他說只要能再為他找到一些材料，他就答應做出一個非常罕見又可愛的髮飾來。他需要的材料是線1000個和軟皮500個。\\n\0	2	1868	1866													2	1000	500													83317.00000000	150821.00000000	-3514.00000000	45	0	1	u,吉特勒\0	1	1	1	30120	87058.00000000	148634.00000000	-3392.00000000	u,沒有條件限制\0	u,聽說大神官魅克斯彌莉言拜託吉特勒製造一種藥，但因為出了問題而遲遲無法交出。他因此正在尋找幫手…。\0	0																																																																						0						0	0	0	16	0	1	15625											1	0											1	7			
1	32	-1	u,謊言也能看的見\0	a,	a,	0															0															0.00000000	0.00000000	0.00000000	45	0	1	a,	1	1	1	30120	87058.00000000	148634.00000000	-3392.00000000	u,沒有條件限制\0	u,聽說大神官魅克斯彌莉言拜託吉特勒製造一種藥，但因為出了問題而遲遲無法交出。他因此正在尋找幫手…。\0	0																																																																						0						0	0	0	16	0	1	15625											1	0											1	8			
