id	UNK_0	message	group	rgba[0]	rgba[1]	rgba[2]	rgba[3]	item_sound	sys_msg_ref	UNK_1[0]	UNK_1[1]	UNK_1[2]	UNK_1[3]	UNK_1[4]	sub_msg	type
566	1	u,混亂失敗。\0	0	40	80	FF	FF	a,ItemSound3.sys_shortage\0	a,	0	0	0	0	0	a,	a,none\0
567	1	u,恐懼失敗。\0	0	40	80	FF	FF	a,ItemSound3.sys_shortage\0	a,	0	0	0	0	0	a,	a,none\0
568	1	u,晶體召喚失敗。\0	0	40	80	FF	FF	a,ItemSound3.sys_shortage\0	a,	0	0	0	0	0	a,	a,none\0
569	1	u,請注意，道具的價格與商店的落差很大。是否要繼續？\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
570	1	u,要購買幾個「$s1」？\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
571	1	u,在購物明細中要刪除幾個「$s1」？\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
572	1	u,要答應「$c1」的組隊邀請嗎？（戰利品分配：拾起人所有）\0	0	79	9B	B0	FF	a,ItemSound3.sys_party_invite\0	a,	0	0	0	0	0	a,	a,none\0
573	1	u,要答應「$c1」的組隊邀請嗎？ （戰利品分配：隊員隨機分配）\0	0	79	9B	B0	FF	a,ItemSound3.sys_party_invite\0	a,	0	0	0	0	0	a,	a,none\0
574	1	u,沒有召喚術或寵物。\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
575	1	u,要將多少金幣給寵物？\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
576	1	u,請問要搬幾個呢？\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
577	1	u,交易中 或 個人商店裡 無法進行召喚。\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
578	1	u,戰鬥中無法進行召喚。\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
579	1	u,無法收回戰鬥中的寵物。\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
580	1	u,無法一次使用多數的寵物及使魔。\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
581	1	u,名稱有空白處。\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
582	1	u,無法使用之角色名稱。\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
583	1	u,此名稱單字為禁止使用單字。\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
584	1	u,此寵物名稱已有人使用。\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
585	1	u,請定下購買價格。\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
586	1	u,寵物的道具 無法登入在 快速鍵。\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
587	1	u,您的系統連線速度 無法正常進行。\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
588	1	u,寵物的庫存明細已滿。\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
589	1	u,死亡的寵物，無法召回。\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
590	1	u,無法將道具給已死掉的寵物\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
591	1	u,寵物名稱有不符合規定的文字。\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
592	1	u,再次確認 是否要解散？如解散寵物項鍊就會不見。\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
593	1	u,無法忍受飢餓的寵物，將離您而去。\0	0	A0	D7	FE	FF	a,	a,	0	0	0	0	0	a,	a,none\0
594	1	u,正在飢餓狀態的寵物，無法收回。\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
595	1	u,寵物非常的飢餓。\0	0	A0	D7	FE	FF	a,	a,	0	0	0	0	0	a,	a,none\0
596	1	u,寵物有吃點東西。 但還是肚子餓的狀態。\0	0	A0	D7	FE	FF	a,	a,	0	0	0	0	0	a,	a,none\0
597	1	u,寵物已無法忍受飢餓，請注意！\0	0	A0	D7	FE	FF	a,	a,	0	0	0	0	0	a,	a,none\0
598	1	u,處於透明狀態時，無法進行一般聊天。\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
599	1	u,GM正在發布重要的訊息，因此已暫停聊天功能。\0	0	79	9B	B0	FF	a,ItemSound3.sys_broadcast\0	a,599\0	0	0	0	0	0	a,	a,none\0
600	1	u,無法裝置寵物道具。\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
601	1	u,- 申請訴求等待者共有「$s1」位。\0	6	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,petition\0
602	1	u,目前訴求系統尚未開始作業。 請稍後再試。\0	6	79	9B	B0	FF	a,	a,602\0	0	0	0	0	0	a,	a,petition\0
603	1	u,該道具無法丟棄或交換。\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
604	1	u,在這裡不可以召喚寵物或使魔。\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
605	1	u,好友名單上只能登記128名。\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
606	1	u,對方的好友名單上已有登記128名，因此無法再登記。\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
607	1	u,已經沒有可學習的技能，請在達到等級「$s1」後再光顧此處。\0	4	22	CC	FF	FF	a,ItemSound3.sys_shortage\0	a,	0	0	0	0	0	a,	a,popup\0
608	1	u,「$c1」利用回收者技能獲得「$s3」個「$s2」。\0	0	0	FF	FF	FF	a,	a,	0	0	0	0	0	a,	a,none\0
609	1	u,「$c1」利用回收者技能獲得「$s2」。\0	0	0	FF	FF	FF	a,	a,	0	0	0	0	0	a,	a,none\0
610	1	u,因HP不足，技能被中斷。\0	0	0	50	F7	FF	a,ItemSound3.sys_shortage\0	a,	0	0	0	0	0	a,	a,none\0
611	1	u,成功地擾亂了敵人。\0	0	24	FF	A8	FF	a,	a,	0	0	0	0	0	a,	a,none\0
612	1	u,目標成為自體變化狀態。\0	0	24	FF	A8	FF	a,ItemSound3.sys_spoil_success\0	a,	0	0	0	0	0	a,	a,none\0
613	1	u,========<隔絕名單>========\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
614	1	u,「$c1」：「$c2」\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
615	1	u,無法登錄於隔絕名單上。\0	0	79	9B	B0	FF	a,ItemSound3.sys_failed\0	a,	0	0	0	0	0	a,	a,none\0
616	1	u,無法從隔絕名單上刪除。\0	0	79	9B	B0	FF	a,ItemSound3.sys_failed\0	a,	0	0	0	0	0	a,	a,none\0
617	1	u,已將「$s1」登錄於隔絕名單。\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
618	1	u,已將「$s1」從隔絕名單上刪除。\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
619	1	u,「$s1」隔絕了你。\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
620	1	u,「$s1」隔絕了你。\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
621	1	u,利用被限制遊戲的帳號試圖連線。\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
622	1	u,在同盟戰過程中無法進行宣戰。\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
623	1	u,目標血盟的血盟戰敵對血盟數已達上限。\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
624	1	u,「$s1」同盟的同盟主不在連線上。\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
625	1	u,同盟戰停戰請求被拒絕了。\0	0	79	9B	B0	FF	a,ItemSound3.sys_denial\0	a,	0	0	0	0	0	a,	a,none\0
626	1	u,因沒有「$s1」同盟的答覆，所以宣戰請求被拒絕了。\0	0	79	9B	B0	FF	a,ItemSound3.sys_denial\0	a,	0	0	0	0	0	a,	a,none\0
627	1	u,因沒有對「$s1」同盟的宣戰請求給與答覆，同盟戰被拒絕了。\0	0	79	9B	B0	FF	a,ItemSound3.sys_denial\0	a,	0	0	0	0	0	a,	a,none\0
628	1	u,已經和「$s1」同盟進行過戰爭，只能在上次同盟戰開始5天以後才可以再次宣戰。\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
629	1	u,相對血盟可以進行的血盟戰的數量已經滿了。\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
630	1	u,和「$s1」同盟的戰爭已經開始了。\0	4	79	9B	B0	FF	a,	a,630\0	0	0	0	0	0	a,	a,popup\0
631	1	u,和「$s1」同盟的戰爭已經結束了。\0	4	79	9B	B0	FF	a,	a,631\0	0	0	0	0	0	a,	a,popup\0
632	1	u,和「$s1」同盟的戰爭中勝利了。\0	4	79	9B	B0	FF	a,	a,632\0	0	0	0	0	0	a,	a,popup\0
633	1	u,向「$s1」同盟投降了。\0	4	79	9B	B0	FF	a,	a,633\0	0	0	0	0	0	a,	a,popup\0
634	1	u,同盟主死了。被「$s1」同盟擊敗了。\0	4	79	9B	B0	FF	a,	a,634\0	0	0	0	0	0	a,	a,popup\0
635	1	u,超過了同盟戰限制的時間。和「$s1」同盟的戰爭已經結束了。\0	4	79	9B	B0	FF	a,	a,635\0	0	0	0	0	0	a,	a,popup\0
636	1	u,非同盟戰中。\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
637	1	u,所屬同盟的血盟加入了敵方。\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
638	1	u,申請了攻城戰的狀態中。\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
639	1	u,已經申請了另外的攻城戰，所以不能再申請。\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
640	1	u,守城拒絕失敗。\0	5	79	9B	B0	FF	a,ItemSound3.sys_failed\0	a,	0	0	0	0	0	a,	a,error\0
641	1	u,守城確認失敗。\0	5	79	9B	B0	FF	a,ItemSound3.sys_failed\0	a,	0	0	0	0	0	a,	a,error\0
642	1	u,已經登記在攻城方，須取消登記後才可以再次申請。\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
643	1	u,已經登記在守城方，須取消已有的申請後才可以再次登記。\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
644	1	u,還沒有登記到攻城戰。\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
645	1	u,等級5以上的血盟才可以登記攻城戰。\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
646	1	u,沒有改變守城方目錄的權限。\0	5	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,error\0
647	1	u,沒有設定攻城時間的權限。\0	5	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,error\0
648	1	u,已無法再登記攻城方。\0	0	79	9B	B0	FF	a,ItemSound3.sys_shortage\0	a,	0	0	0	0	0	a,	a,none\0
649	1	u,已無法再登記守城方。\0	0	79	9B	B0	FF	a,ItemSound3.sys_shortage\0	a,	0	0	0	0	0	a,	a,none\0
650	1	u,無法在現在的位置召喚。\0	0	79	9B	B0	FF	a,ItemSound3.sys_shortage\0	a,	0	0	0	0	0	a,	a,none\0
651	1	u,將「$s1」配置在目前的位置和方向。是否繼續？\0	4	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,popup\0
652	1	u,使魔的目標錯誤。\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
653	1	u,無權配置傭兵。\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
654	1	u,無權取消配置傭兵。\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
655	1	u,不是傭兵所屬的城堡領域，因此無法進行配置。\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
656	1	u,該傭兵無法再進行配置。\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
657	1	u,傭兵間的空間太窄，故無法配置。\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
658	1	u,不是您所擁有的城堡之傭兵，故無法取消配置。\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
659	1	u,非攻城登記期間，因此無法允許或拒絕。\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
660	1	u,非攻城登記期間，因此無法登記或取消。\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
661	1	u,該角色不可被損壞。\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
662	1	u,對方設定為拒絕邀請朋友的狀態。\0	0	79	9B	B0	FF	a,ItemSound3.sys_denial\0	a,	0	0	0	0	0	a,	a,none\0
663	1	u,宣佈攻城時間為「$s1」。宣佈後無法再次變更，請確認是否繼續？\0	4	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,popup\0
664	1	u,請選擇收件人。\0	4	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,popup\0
665	1	u,「$s1」同盟的「$s2」申請同盟戰。是否接受挑戰？\0	4	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,popup\0
666	1	u,「$s1」同盟提出停戰要求。是否同意？\0	4	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,popup\0
667	1	u,在「$s1」攻城戰，將會登記為攻城方。是否繼續？\0	4	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,popup\0
668	1	u,在「$s1」攻城戰，將會登記為守城方。是否繼續？\0	4	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,popup\0
669	1	u,取消參加「$s1」攻城戰的申請。是否繼續？\0	4	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,popup\0
670	1	u,拒絕登記為「$s1」血盟的守城方。是否繼續？\0	4	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,popup\0
671	1	u,允許登記為「$s1」血盟的守城方。是否繼續？\0	4	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,popup\0
672	1	u,「$s1」枚金幣消失了。\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
673	1	u,僅限血盟等級2以上的血盟盟主參加根據地拍賣。\0	4	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,popup\0
674	1	u,取消拍賣未過7天。\0	4	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,popup\0
675	1	u,非拍賣中的根據地。\0	4	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,popup\0
676	1	u,目前正在投標中，因此無法參加其他拍賣。\0	4	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,popup\0
677	1	u,投標價格須高於最低投標價格。\0	4	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,popup\0
678	1	u,「$s1」的拍賣招標了。\0	4	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,popup\0
679	1	u,取消投標。\0	4	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,popup\0
680	1	u,不能參加拍賣。\0	5	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,error\0
681	1	u,血盟尚未擁有根據地。\0	5	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,error\0
682	1	u,移動到別的城鎮。是否繼續？\0	4	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,popup\0
683	1	u,沒有進行回收者的優先權。\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
684	1	u,在攻城中，無法配置傭兵。\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
685	1	u,對屬於同盟的血盟，無法申請血盟戰。\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
686	1	u,因魔法之火，遭受了「$s1」的傷害。\0	0	11	55	FF	FF	a,	a,	0	0	0	0	0	a,	a,none\0
687	1	u,在暫停狀態下，無法行動。請稍等。\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
688	1	u,擁有城堡的血盟將自動登記為守城方。\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
689	1	u,擁有城堡的血盟不能參加別的攻城戰。\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
690	1	u,您屬於擁有城堡的血盟之同盟，因此無法登記為攻城方。\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
691	1	u,「$s1」血盟已經加入「$s2」同盟。\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
692	1	u,對方陷入暫停狀態。請稍等。\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
693	1	u,到達的包裹在別的倉庫裏。\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
694	1	u,沒有到達的包裹。\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
695	1	u,無法設定寵物的名字。\0	5	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,error\0
696	1	u,您的遊戲帳號處於未付網咖使用費的限制狀態。\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
697	1	u,道具強化數值異常。\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
698	1	u,與販賣清單上相同道具的價格不同。\0	4	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,popup\0
699	1	u,現在不購買。\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
700	1	u,購買完成。\0	0	79	9B	B0	FF	a,ItemSound3.sys_exchange_success\0	a,	0	0	0	0	0	a,	a,none\0
701	1	u,所需道具不足。\0	4	79	9B	B0	FF	a,ItemSound3.sys_shortage\0	a,	0	0	0	0	0	a,	a,popup\0
702	1	u,目前沒有洽談中的GM。\0	0	79	9B	B0	FF	a,	a,702\0	0	0	0	0	0	a,	a,none\0
703	1	u,======<GM名單>======\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
704	1	u,GM：「$c1」\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
705	1	u,無法隔絕自己。\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
706	1	u,隔絕名單上只能登記128名。\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
707	1	u,無法傳送到攻城中的村莊。\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
708	1	u,無權利用城堡倉庫。\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
709	1	u,無權利用血盟倉庫。\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
710	1	u,只有血盟1等級以上的血盟，才能利用血盟倉庫。\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
711	1	u,「$s1」的攻城戰開始了。\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
712	1	u,「$s1」的攻城戰結束了。\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
713	1	a,$s1/$s2/$s3 $s4:$s5\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
714	1	u,陷阱裝置啟動。\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
715	1	u,中止啟動陷阱裝置。\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
716	1	u,沒有陣地時，無法復活。\0	0	79	9B	B0	FF	a,ItemSound3.sys_shortage\0	a,	0	0	0	0	0	a,	a,none\0
717	1	u,守護塔被破壞，無法復原。\0	0	79	9B	B0	FF	a,ItemSound3.sys_shortage\0	a,	0	0	0	0	0	a,	a,none\0
718	1	u,在攻城中，無法開關城門。\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
719	1	u,道具組合失敗。\0	0	75	75	FF	FF	a,ItemSound3.sys_enchant_failed\0	a,	0	0	0	0	0	a,	a,none\0
720	1	u,購買額大於所帶的金額，無法開啟個人商店。\0	4	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,popup\0
721	1	u,在參加攻城戰的狀態下，無法結成同盟。\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
722	1	u,所屬血盟已在參加攻城戰的狀態下，無法解散同盟。\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
723	1	u,對方血盟正在參加攻城戰。\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
724	1	u,在參加攻城戰的狀態下，無法脫離。\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
725	1	u,無法將參加攻城戰中的血盟從同盟驅逐。\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
726	1	u,暫停狀態開始。請稍等。\0	4	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,popup\0
727	1	u,暫停狀態解除。\0	4	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,popup\0
728	1	u,申請解散後7日之內無法再申請解散。\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
729	1	u,該道具無法丟棄。\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
730	1	u,- 已提出第「$s1」次訴求。\\n - 今天還剩下「$s2」次訴求的機會。\0	6	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,petition\0
731	1	u,已向「$c1」提出GM的代理訴求。訴求號碼是「$s2」。\0	6	79	9B	B0	FF	a,	a,731\0	0	0	0	0	0	a,	a,petition\0
732	1	u,已向「$c1」提出GM的交談要求。\0	6	79	9B	B0	FF	a,	a,732\0	0	0	0	0	0	a,	a,petition\0
733	1	u,一天所能接受的「$s1」次訴求已受理完畢，故無法再次申請訴求。\0	6	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,733\0	0	0	0	0	0	a,	a,petition\0
734	1	u,代理訴求失敗。「$c1」已提出訴求。\0	6	79	9B	B0	FF	a,ItemSound3.sys_failed\0	a,	0	0	0	0	0	a,	a,petition\0
735	1	u,有關「$c1」的代理訴求提交失敗。錯誤代碼是「$s2」。\0	6	79	9B	B0	FF	a,ItemSound3.sys_failed\0	a,	0	0	0	0	0	a,	a,petition\0
736	1	u,對於「$s1」的代理訴求接受失敗。錯誤代碼是「$s2」。\0	6	79	9B	B0	FF	a,	a,736\0	0	0	0	0	0	a,	a,petition\0
737	1	u,已取消有關「$c1」的代理訴求。\0	6	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,petition\0
738	1	u,目前不接受訴求。\0	6	79	9B	B0	FF	a,ItemSound3.sys_shortage\0	a,	0	0	0	0	0	a,	a,petition\0
739	1	u,有關「$c1」的代理訴求取消失敗。錯誤代碼是「$s2」。\0	6	79	9B	B0	FF	a,ItemSound3.sys_failed\0	a,	0	0	0	0	0	a,	a,petition\0
740	1	u,「$c1」因GM的要求已加入訴求對話。\0	6	79	9B	B0	FF	a,	a,740\0	0	0	0	0	0	a,	a,petition\0
741	1	u,試圖將「$c1」加入訴求對話卻遭失敗。已提出訴求的狀態。\0	6	79	9B	B0	FF	a,ItemSound3.sys_failed\0	a,	0	0	0	0	0	a,	a,petition\0
742	1	u,試圖將「$c1」加入訴求對話卻遭失敗。錯誤代碼是「$s2」。\0	6	79	9B	B0	FF	a,ItemSound3.sys_failed\0	a,	0	0	0	0	0	a,	a,petition\0
743	1	u,「$c1」離開了訴求對話。\0	6	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,petition\0
744	1	u,試圖將「$s1」從訴求對話中刪除卻遭失敗。錯誤代碼是「$s2」。\0	6	79	9B	B0	FF	a,ItemSound3.sys_failed\0	a,	0	0	0	0	0	a,	a,petition\0
745	1	u,目前不是訴求對話狀態。\0	6	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,petition\0
746	1	u,目前不是訴求狀態。\0	6	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,petition\0
747	1	u,如果有需要，請利用官方網站的1對1問答公式。\0	6	79	9B	B0	FF	a,	a,747\0	0	0	0	0	0	a,	a,petition\0
748	1	u,因距離太遠，技能施展被中斷。\0	0	40	80	FF	FF	a,	a,	0	0	0	0	0	a,	a,none\0
749	1	u,「$s1」的效果被解除了。\0	0	35	DC	FF	FF	a,	a,	0	0	0	0	0	a,	a,none\0
750	1	u,已經沒有可以學習的技能。\0	4	79	9B	B0	FF	a,ItemSound3.sys_denial\0	a,	0	0	0	0	0	a,	a,popup\0
751	1	u,與所屬同盟之間在攻城戰中是敵對關係，所以無法繼續留在同盟之中。\0	0	79	9B	B0	FF	a,ItemSound3.sys_denial\0	a,	0	0	0	0	0	a,	a,none\0
752	1	u,是無效的姓名。\0	4	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,popup\0
753	1	u,此地點無法配置傭兵。\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
754	1	u,本週的使用時間還剩下「$s1小時 $s2分鐘」。\0	0	79	9B	B0	FF	a,	a,	8	0	5	1	0	u,剩餘的遊戲使用時間：「$s1小時 $s2分鐘」。\0	a,none\0
755	1	u,本週的使用時間還剩下「$s1」分鐘。\0	0	79	9B	B0	FF	a,	a,	8	0	5	1	0	u,剩餘的遊戲使用時間：「$s1」分鐘\0	a,none\0
756	1	u,本週的使用時間已經結束了。\0	4	79	9B	B0	FF	a,	a,	8	0	5	1	0	u,遊戲使用時間結束！\0	a,popup\0
757	1	u,遊戲使用時間還剩下「$s1小時 $s2分鐘」。\0	0	79	9B	B0	FF	a,	a,	8	0	5	1	0	u,遊戲使用時間：「$s1小時 $s2分鐘」\0	a,none\0
758	1	u,本週的遊戲時間還剩下「$s1小時 $s2分鐘」。\0	0	79	9B	B0	FF	a,	a,	8	0	5	1	0	u,本週的遊戲時間：尚餘「$s1小時 $s2分鐘」。\0	a,none\0
759	1	u,本週的遊戲時間還剩下「$s1」分鐘。\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
